# Scenario 1

set RH := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95;

param delta_t := 0.25;

param c_buy := 0.0002899;

param c_sell := 0.00015;

param P_B_max := 11200;

param P_B_min := 0;

param E_B_min := 1500;

param E_B_max := 8800;

param E_B_0 := 5000;

param n_B_ch := 0.9;

param n_B_dis := 0.9;

param P_EV_max := 11000;

param P_EV_min := 0;

param E_EV_min := 6000;

param E_EV_max := 33000;

param E_EV_0 := 15000;

param n_EV_ch := 0.9;

param n_EV_dis := 0.9;

param n_EV_drive := 0.7;

param E_EV_goal := 26400;

param P_EV_drive := 1200;

param SOC_EV_goal := 0.8;

param P_grid_max := 33000;

param P_inject_max := 33000;

param demand := 
0	168.839348593741
1	1983.32706501626
2	2624.02424951357
3	1353.85980170691
4	1137.6954542592
5	1079.90315015366
6	942.535397630128
7	1077.04895835491
8	2213.72066991612
9	1097.25430624591
10	633.542977350861
11	639.185715346268
12	627.59527049314
13	368.277848511905
14	356.61051048553
15	425.646812527912
16	389.211093939221
17	280.815708385221
18	281.66017228225
19	323.251068586888
20	282.42184623235
21	282.010356535669
22	312.178951656241
23	282.871355239834
24	265.472026232726
25	108.083201213742
26	65.3078096208071
27	97.201138922215
28	66.4862386164073
29	66.3018741736386
30	95.2163659601949
31	65.6959661729857
32	66.4239224142195
33	96.9622974752915
34	66.7268411555138
35	65.8300125585497
36	101.811242100911
37	67.4296392377177
38	67.3584630045624
39	69.28702125598
40	100.043056979157
41	68.2805689095224
42	68.0951399797793
43	90.3099589454017
44	86.2597454526609
45	209.120803808653
46	279.418012499278
47	322.009855644191
48	323.086795712887
49	595.865018150246
50	464.568719874569
51	135.890048609493
52	125.766073920783
53	125.240519575686
54	130.319207078757
55	588.319546565918
56	137.690401541264
57	254.224914945887
58	219.265994120212
59	220.507018032255
60	148.298351660723
61	86.7456146768571
62	72.6702089921186
63	72.4040335204594
64	108.183222091871
65	73.3130163494065
66	73.0962975470204
67	80.5717295220904
68	106.153683590872
69	75.0700091266286
70	74.2152025801319
71	101.055146931631
72	80.334436114584
73	74.3059172940298
74	74.4260700020185
75	109.790540216936
76	75.5872422198218
77	75.0210258155027
78	116.423662393806
79	76.5400185060008
80	121.141205001139
81	335.373365814967
82	312.858116388328
83	383.579937851647
84	289.580266082456
85	176.874037366275
86	206.985089746173
87	177.403006800498
88	177.80950812347
89	211.914532421481
90	100.322354805112
91	98.2596611209055
92	584.282403558855
93	719.487595386765
94	283.145213857471
95	274.599216922397
;

param pv :=
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 4.35014526283095
44 12.8491911133802
45 21.3482369639173
46 29.8472828144665
47 148.922043230667
48 373.646814396469
49 598.371585562461
50 823.096356728136
51 1123.94281001304
52 1497.6508555
53 1871.35890098728
54 2245.06694647445
55 2591.97716700362
56 2913.19110576703
57 3234.40504453007
58 3555.61898329338
59 3793.70524487297
60 3951.93748085517
61 4110.16971683741
62 4268.40195281947
63 4359.88487611278
64 4387.13181722187
65 4414.37875833097
66 4441.62569944007
67 4424.07292061059
68 4363.32973997286
69 4302.58655933518
70 4241.84337869745
71 4113.70556831347
72 3920.47726118203
73 3727.24895405048
74 3534.02064691909
75 3377.89018814723
76 3257.65368655574
77 3137.41718496421
78 3017.18068337266
79 2912.68414323469
80 2823.44416180395
81 2734.20418037326
82 2644.96419894255
83 2381.34270232629
84 1948.39130782222
85 1515.43991331777
86 1082.48851881393
87 768.518440864618
88 570.290694997509
89 372.062949130456
90 173.835203263291
91 66.3785205070849
92 47.3806533117396
93 28.3827861164158
94 9.38491892108126
95 0
;

param ev :=
0 1
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1
9 1
10 1
11 1
12 1
13 1
14 1
15 1
16 1
17 1
18 1
19 1
20 1
21 1
22 1
23 1
24 1
25 1
26 1
27 1
28 1
29 1
30 1
31 1
32 1
33 1
34 1
35 1
36 1
37 1
38 1
39 1
40 1
41 1
42 1
43 1
44 1
45 1
46 1
47 1
48 1
49 1
50 1
51 1
52 1
53 1
54 1
55 1
56 1
57 1
58 1
59 1
60 0
61 0
62 0
63 0
64 0
65 0
66 0
67 0
68 0
69 0
70 0
71 0
72 0
73 0
74 0
75 0
76 0
77 0
78 0
79 0
80 0
81 0
82 0
83 0
84 0
85 0
86 0
87 0
88 0
89 0
90 0
91 0
92 1
93 1
94 1
95 1
;



