# Scenario 1

set RH := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95;

param delta_t := 0.25;

param c_buy := 0.0002899;

param c_sell := 0.00015;

param P_B_max := 11200;

param P_B_min := 0;

param E_B_min := 1500;

param E_B_max := 8800;

param E_B_0 := 5000;

param n_B_ch := 0.9;

param n_B_dis := 0.9;

param P_EV_max := 11000;

param P_EV_min := 0;

param E_EV_min := 6000;

param E_EV_max := 33000;

param E_EV_0 := 15000;

param n_EV_ch := 0.9;

param n_EV_dis := 0.9;

param n_EV_drive := 0.7;

param E_EV_goal := 26400;

param P_EV_drive := 1200;

param SOC_EV_goal := 0.8;

param P_grid_max := 33000;

param P_inject_max := 33000;

param demand := 
0 66.9985632558838
1 117.218201728177
2 134.950799576295
3 99.7964147921566
4 93.7883737658457
5 92.1888541921431
6 88.3869222159461
7 92.1098586282897
8 123.544307391692
9 92.6438297293025
10 79.8096754488151
11 79.9658497009516
12 79.6198075607074
13 72.4426704196852
14 72.1197531068175
15 74.0304731952775
16 72.9967875656604
17 69.9967247791681
18 70.0200970352753
19 71.171209692172
20 70.0159249088375
21 70.0045360944546
22 70.8395133315336
23 70.0283659849835
24 69.5246041003491
25 65.1685482171954
26 63.984652243767
27 64.8673650076497
28 63.9920146609512
29 63.9869119999747
30 64.7871793762641
31 63.9701422635555
32 63.9650369309383
33 64.8102485800544
34 63.9734208232825
35 63.9485992675875
36 64.9191999836385
37 63.967619187439
38 63.9656492404041
39 64.0190260129677
40 64.8450088613021
41 63.965917394658
42 63.9607852718391
43 64.5756255747433
44 64.4382746752768
45 67.838704381754
46 69.7843226265637
47 70.96313852333
48 70.9676920280195
49 78.5173842028047
50 74.8834920730993
51 65.7866412677218
52 65.4811866722821
53 65.466640886731
54 65.607203894135
55 78.2832949258127
56 65.7859636925618
57 69.0112933984378
58 68.0437341532817
59 68.0780820144627
60 66.0543072878058
61 64.3507100849521
62 63.9611446012947
63 63.9537776536786
64 64.9187864748792
65 63.9536826001097
66 63.9476844664175
67 64.1545822523956
68 64.8373618661431
69 63.9770579468295
70 63.9533994368598
71 64.6962494929661
72 64.0975086699401
73 63.9306571487358
74 63.9339826193367
75 64.912766268784
76 63.9408674200927
77 63.9251962293402
78 65.0710984153642
79 63.9672374418921
80 65.1764130008022
81 71.1057238293266
82 70.4825685022966
83 72.4399387693119
84 69.81305364234
85 66.69367950248
86 67.5270641271608
87 66.7083198075694
88 66.6943175562054
89 67.6382434780142
90 64.5497029684763
91 64.4926137249601
92 77.9190287574072
93 81.6611074674036
94 69.5844444775077
95 69.3479166285835
;

param pv :=
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 4.35014526283095
44 12.8491911133802
45 21.3482369639173
46 29.8472828144665
47 148.922043230667
48 373.646814396469
49 598.371585562461
50 823.096356728136
51 1123.94281001304
52 1497.6508555
53 1871.35890098728
54 2245.06694647445
55 2591.97716700362
56 2913.19110576703
57 3234.40504453007
58 3555.61898329338
59 3793.70524487297
60 3951.93748085517
61 4110.16971683741
62 4268.40195281947
63 4359.88487611278
64 4387.13181722187
65 4414.37875833097
66 4441.62569944007
67 4424.07292061059
68 4363.32973997286
69 4302.58655933518
70 4241.84337869745
71 4113.70556831347
72 3920.47726118203
73 3727.24895405048
74 3534.02064691909
75 3377.89018814723
76 3257.65368655574
77 3137.41718496421
78 3017.18068337266
79 2912.68414323469
80 2823.44416180395
81 2734.20418037326
82 2644.96419894255
83 2381.34270232629
84 1948.39130782222
85 1515.43991331777
86 1082.48851881393
87 768.518440864618
88 570.290694997509
89 372.062949130456
90 173.835203263291
91 66.3785205070849
92 47.3806533117396
93 28.3827861164158
94 9.38491892108126
95 0
;

param ev :=
0 1
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1
9 1
10 1
11 1
12 1
13 1
14 1
15 1
16 1
17 1
18 1
19 1
20 1
21 1
22 1
23 1
24 1
25 1
26 1
27 1
28 1
29 1
30 1
31 1
32 1
33 1
34 1
35 1
36 1
37 1
38 1
39 1
40 1
41 1
42 1
43 1
44 1
45 1
46 1
47 1
48 1
49 1
50 1
51 1
52 1
53 1
54 1
55 1
56 1
57 1
58 1
59 1
60 0
61 0
62 0
63 0
64 0
65 0
66 0
67 0
68 0
69 0
70 0
71 0
72 0
73 0
74 0
75 0
76 0
77 0
78 0
79 0
80 0
81 0
82 0
83 0
84 0
85 0
86 0
87 0
88 0
89 0
90 0
91 0
92 1
93 1
94 1
95 1
;



